"season","season_type","week","poll","rank","teamId","school","conference","first_place_votes","points"
2014,"regular",9,"AFCA Division II Coaches Poll",3,2453,"North Alabama","Gulf South",2,708
2014,"regular",9,"AFCA Division II Coaches Poll",4,2271,"Henderson State","Great American",0,649
2014,"regular",9,"AFCA Division II Coaches Poll",5,2331,"Lenoir-Rhyne","South Atlantic",0,630
2014,"regular",9,"AFCA Division II Coaches Poll",6,2222,"Ferris State","GLIAC",0,594
2014,"regular",9,"AFCA Division II Coaches Poll",7,223,"West Chester","Pennsylvania State Athletic",0,573
2014,"regular",9,"AFCA Division II Coaches Poll",8,2071,"Bloomsburg","Pennsylvania State Athletic",0,520
2014,"regular",9,"AFCA Division II Coaches Poll",9,90,"Pittsburg St","Mid America",0,485
2014,"regular",9,"AFCA Division II Coaches Poll",10,138,"Northwest Missouri St","Mid America",0,467
2014,"regular",9,"AFCA Division II Coaches Poll",11,2146,"Colorado School Of Mines","Rocky Mountain",0,450
2014,"regular",9,"AFCA Division II Coaches Poll",12,2570,"CSU Pueblo","Rocky Mountain",0,398
2014,"regular",9,"AFCA Division II Coaches Poll",13,2392,"Michigan Tech","GLIAC",0,341
2014,"regular",9,"AFCA Division II Coaches Poll",14,2894,"Sioux Falls","Northern Sun",0,339
2014,"regular",9,"AFCA Division II Coaches Poll",15,2736,"Winston-Salem","CIAA",0,323
2014,"regular",9,"AFCA Division II Coaches Poll",16,2477,"Ohio Dominican","GLIAC",0,322
2014,"regular",9,"AFCA Division II Coaches Poll",17,2105,"Carson-Newman College","South Atlantic",0,291
2014,"regular",9,"AFCA Division II Coaches Poll",18,2888,"Ouachita Baptist","Great American",0,290
2014,"regular",9,"AFCA Division II Coaches Poll",19,2148,"Concord University","Mountain East",0,246
2014,"regular",9,"AFCA Division II Coaches Poll",20,2170,"Delta State","Gulf South",0,177
2014,"regular",9,"AFCA Division II Coaches Poll",21,2974,"Shepherd","Mountain East",0,169
2014,"regular",9,"AFCA Division II Coaches Poll",22,2837,"East Texas A&M","Lone Star",0,164
2014,"regular",9,"AFCA Division II Coaches Poll",23,2264,"Harding University","Great American",0,101
2014,"regular",9,"AFCA Division II Coaches Poll",24,308,"Ashland","GLIAC",0,96
2014,"regular",9,"AFCA Division II Coaches Poll",25,2049,"Azusa Pacific","Great Northwest",0,80
2014,"regular",9,"AP Top 25",1,344,"Mississippi State","SEC",43,1480
2014,"regular",9,"AP Top 25",2,52,"Florida State","ACC",14,1433
2014,"regular",9,"AP Top 25",3,145,"Ole Miss","SEC",3,1404
2014,"regular",9,"AP Top 25",4,333,"Alabama","SEC",0,1235
2014,"regular",9,"AP Top 25",5,2,"Auburn","SEC",0,1231
2014,"regular",9,"AP Top 25",6,2483,"Oregon","Pac-12",0,1142
2014,"regular",9,"AP Top 25",7,87,"Notre Dame","FBS Independents",0,1133
2014,"regular",9,"AP Top 25",8,127,"Michigan State","Big Ten",0,1066
2014,"regular",9,"AP Top 25",9,61,"Georgia","SEC",0,1055
2014,"regular",9,"AP Top 25",10,2628,"TCU","Big 12",0,962
2014,"regular",9,"AP Top 25",11,2306,"Kansas State","Big 12",0,905
2014,"regular",9,"AP Top 25",12,239,"Baylor","Big 12",0,858
2014,"regular",9,"AP Top 25",13,194,"Ohio State","Big Ten",0,753
2014,"regular",9,"AP Top 25",14,9,"Arizona State","Pac-12",0,643
2014,"regular",9,"AP Top 25",15,12,"Arizona","Pac-12",0,639
2014,"regular",9,"AP Top 25",16,158,"Nebraska","Big Ten",0,537
2014,"regular",9,"AP Top 25",17,201,"Oklahoma","Big 12",0,461
2014,"regular",9,"AP Top 25",18,151,"East Carolina","American Athletic",0,445
2014,"regular",9,"AP Top 25",19,254,"Utah","Pac-12",0,437
2014,"regular",9,"AP Top 25",20,30,"USC","Pac-12",0,356
2014,"regular",9,"AP Top 25",21,228,"Clemson","ACC",0,283
2014,"regular",9,"AP Top 25",22,277,"West Virginia","Big 12",0,272
2014,"regular",9,"AP Top 25",23,276,"Marshall","Conference USA",0,184
2014,"regular",9,"AP Top 25",24,99,"LSU","SEC",0,177
2014,"regular",9,"AP Top 25",25,26,"UCLA","Pac-12",0,118
2014,"regular",9,"Coaches Poll",1,344,"Mississippi State","SEC",36,1520
2014,"regular",9,"Coaches Poll",2,52,"Florida State","ACC",22,1493
2014,"regular",9,"Coaches Poll",3,145,"Ole Miss","SEC",4,1447
2014,"regular",9,"Coaches Poll",4,333,"Alabama","SEC",0,1293
2014,"regular",9,"Coaches Poll",5,127,"Michigan State","Big Ten",0,1243
2014,"regular",9,"Coaches Poll",6,2,"Auburn","SEC",0,1210
2014,"regular",9,"Coaches Poll",7,2483,"Oregon","Pac-12",0,1133
2014,"regular",9,"Coaches Poll",8,87,"Notre Dame","FBS Independents",0,1117
2014,"regular",9,"Coaches Poll",9,61,"Georgia","SEC",0,1096
2014,"regular",9,"Coaches Poll",10,2628,"TCU","Big 12",0,996
2014,"regular",9,"Coaches Poll",11,2306,"Kansas State","Big 12",0,909
2014,"regular",9,"Coaches Poll",12,194,"Ohio State","Big Ten",0,856
2014,"regular",9,"Coaches Poll",13,239,"Baylor","Big 12",0,853
2014,"regular",9,"Coaches Poll",14,9,"Arizona State","Pac-12",0,654
2014,"regular",9,"Coaches Poll",15,12,"Arizona","Pac-12",0,612
2014,"regular",9,"Coaches Poll",16,158,"Nebraska","Big Ten",0,588
2014,"regular",9,"Coaches Poll",17,151,"East Carolina","American Athletic",0,578
2014,"regular",9,"Coaches Poll",18,201,"Oklahoma","Big 12",0,482
2014,"regular",9,"Coaches Poll",19,254,"Utah","Pac-12",0,371
2014,"regular",9,"Coaches Poll",20,228,"Clemson","ACC",0,320
2014,"regular",9,"Coaches Poll",21,30,"USC","Pac-12",0,258
2014,"regular",9,"Coaches Poll",22,276,"Marshall","Conference USA",0,247
2014,"regular",9,"Coaches Poll",23,99,"LSU","SEC",0,155
2014,"regular",9,"Coaches Poll",24,135,"Minnesota","Big Ten",0,147
2014,"regular",9,"Coaches Poll",25,277,"West Virginia","Big 12",0,143
2014,"regular",9,"FCS Coaches Poll",1,2449,"North Dakota State","MVFC",26,650
2014,"regular",9,"FCS Coaches Poll",2,331,"Eastern Washington","Big Sky",0,623
2014,"regular",9,"FCS Coaches Poll",3,324,"Coastal Carolina","Big South",0,588
2014,"regular",9,"FCS Coaches Poll",4,222,"Villanova","CAA",0,568
2014,"regular",9,"FCS Coaches Poll",5,160,"New Hampshire","CAA",0,550
2014,"regular",9,"FCS Coaches Poll",6,149,"Montana","Big Sky",0,506
2014,"regular",9,"FCS Coaches Poll",7,55,"Jacksonville State","OVC",0,499
2014,"regular",9,"FCS Coaches Poll",8,2545,"SE Louisiana","Southland",0,463
2014,"regular",9,"FCS Coaches Poll",9,2287,"Illinois State","MVFC",0,443
2014,"regular",9,"FCS Coaches Poll",10,2377,"McNeese","Southland",0,410
2014,"regular",9,"FCS Coaches Poll",11,147,"Montana State","Big Sky",0,395
2014,"regular",9,"FCS Coaches Poll",12,2230,"Fordham","Patriot",0,329
2014,"regular",9,"FCS Coaches Poll",13,2065,"Bethune-Cookman","MEAC",0,314
2014,"regular",9,"FCS Coaches Poll",14,236,"Chattanooga","Southern",0,302
2014,"regular",9,"FCS Coaches Poll",15,2571,"South Dakota State","MVFC",0,294
2014,"regular",9,"FCS Coaches Poll",16,2754,"Youngstown State","MVFC",0,246
2014,"regular",9,"FCS Coaches Poll",17,257,"Richmond","CAA",0,235
2014,"regular",9,"FCS Coaches Poll",18,2198,"Eastern Kentucky","OVC",0,197
2014,"regular",9,"FCS Coaches Poll",19,79,"Southern Illinois","MVFC",0,161
2014,"regular",9,"FCS Coaches Poll",20,2729,"William & Mary","CAA",0,157
2014,"regular",9,"FCS Coaches Poll",21,108,"Harvard","Ivy",0,127
2014,"regular",9,"FCS Coaches Poll",22,2529,"Sacred Heart","NEC",0,73
2014,"regular",9,"FCS Coaches Poll",23,2460,"Northern Iowa","MVFC",0,55
2014,"regular",9,"FCS Coaches Poll",24,282,"Indiana State","MVFC",0,46
2014,"regular",9,"FCS Coaches Poll",25,2803,"Bryant","NEC",0,34
2014,"regular",10,"AFCA Division II Coaches Poll",1,2364,"Minnesota State Mankato","Northern Sun",26,762
2014,"regular",10,"AFCA Division II Coaches Poll",2,134,"Minnesota Duluth","Northern Sun",2,740
2014,"regular",10,"AFCA Division II Coaches Poll",3,2453,"North Alabama","Gulf South",2,714
2014,"regular",10,"AFCA Division II Coaches Poll",4,2331,"Lenoir-Rhyne","South Atlantic",0,660
2014,"regular",10,"AFCA Division II Coaches Poll",5,2222,"Ferris State","GLIAC",0,654
2014,"regular",10,"AFCA Division II Coaches Poll",6,2071,"Bloomsburg","Pennsylvania State Athletic",0,596
2014,"regular",10,"AFCA Division II Coaches Poll",7,90,"Pittsburg St","Mid America",0,553
2014,"regular",10,"AFCA Division II Coaches Poll",8,138,"Northwest Missouri St","Mid America",0,545
2014,"regular",10,"AFCA Division II Coaches Poll",9,2570,"CSU Pueblo","Rocky Mountain",0,495
2014,"regular",10,"AFCA Division II Coaches Poll",10,2894,"Sioux Falls","Northern Sun",0,487
2014,"regular",10,"AFCA Division II Coaches Poll",11,2736,"Winston-Salem","CIAA",0,384
2014,"regular",10,"AFCA Division II Coaches Poll",12,2477,"Ohio Dominican","GLIAC",0,369
2014,"regular",10,"AFCA Division II Coaches Poll",13,2888,"Ouachita Baptist","Great American",0,368
2014,"regular",10,"AFCA Division II Coaches Poll",14,2271,"Henderson State","Great American",0,317
2014,"regular",10,"AFCA Division II Coaches Poll",15,2148,"Concord University","Mountain East",0,311
2014,"regular",10,"AFCA Division II Coaches Poll",16,2105,"Carson-Newman College","South Atlantic",0,306
2014,"regular",10,"AFCA Division II Coaches Poll",17,2264,"Harding University","Great American",0,279
2014,"regular",10,"AFCA Division II Coaches Poll",18,2146,"Colorado School Of Mines","Rocky Mountain",0,272
2014,"regular",10,"AFCA Division II Coaches Poll",19,2170,"Delta State","Gulf South",0,243
2014,"regular",10,"AFCA Division II Coaches Poll",20,223,"West Chester","Pennsylvania State Athletic",0,238
2014,"regular",10,"AFCA Division II Coaches Poll",21,2392,"Michigan Tech","GLIAC",0,188
2014,"regular",10,"AFCA Division II Coaches Poll",22,2974,"Shepherd","Mountain East",0,162
2014,"regular",10,"AFCA Division II Coaches Poll",23,308,"Ashland","GLIAC",0,135
2014,"regular",10,"AFCA Division II Coaches Poll",24,2049,"Azusa Pacific","Great Northwest",0,104
2014,"regular",10,"AFCA Division II Coaches Poll",25,2858,"PennWest California","Pennsylvania State Athletic",0,45
2014,"regular",10,"AP Top 25",1,344,"Mississippi State","SEC",46,1486
2014,"regular",10,"AP Top 25",2,52,"Florida State","ACC",14,1453
2014,"regular",10,"AP Top 25",3,333,"Alabama","SEC",0,1290
2014,"regular",10,"AP Top 25",4,2,"Auburn","SEC",0,1267
2014,"regular",10,"AP Top 25",5,2483,"Oregon","Pac-12",0,1199
2014,"regular",10,"AP Top 25",6,87,"Notre Dame","FBS Independents",0,1161
2014,"regular",10,"AP Top 25",7,145,"Ole Miss","SEC",0,1095
2014,"regular",10,"AP Top 25",8,127,"Michigan State","Big Ten",0,1086
2014,"regular",10,"AP Top 25",9,61,"Georgia","SEC",0,1074
2014,"regular",10,"AP Top 25",10,2628,"TCU","Big 12",0,1030
2014,"regular",10,"AP Top 25",11,2306,"Kansas State","Big 12",0,930
2014,"regular",10,"AP Top 25",12,239,"Baylor","Big 12",0,839
2014,"regular",10,"AP Top 25",13,194,"Ohio State","Big Ten",0,676
2014,"regular",10,"AP Top 25",14,12,"Arizona","Pac-12",0,669
2014,"regular",10,"AP Top 25",15,9,"Arizona State","Pac-12",0,667
2014,"regular",10,"AP Top 25",16,99,"LSU","SEC",0,574
2014,"regular",10,"AP Top 25",17,158,"Nebraska","Big Ten",0,535
2014,"regular",10,"AP Top 25",18,254,"Utah","Pac-12",0,524
2014,"regular",10,"AP Top 25",19,201,"Oklahoma","Big 12",0,430
2014,"regular",10,"AP Top 25",20,277,"West Virginia","Big 12",0,379
2014,"regular",10,"AP Top 25",21,151,"East Carolina","American Athletic",0,366
2014,"regular",10,"AP Top 25",22,228,"Clemson","ACC",0,265
2014,"regular",10,"AP Top 25",23,276,"Marshall","Conference USA",0,184
2014,"regular",10,"AP Top 25",24,150,"Duke","ACC",0,121
2014,"regular",10,"AP Top 25",25,26,"UCLA","Pac-12",0,106
2014,"regular",10,"Coaches Poll",1,344,"Mississippi State","SEC",41,1528
2014,"regular",10,"Coaches Poll",2,52,"Florida State","ACC",21,1508
2014,"regular",10,"Coaches Poll",3,333,"Alabama","SEC",0,1351
2014,"regular",10,"Coaches Poll",4,2,"Auburn","SEC",0,1276
2014,"regular",10,"Coaches Poll",5,127,"Michigan State","Big Ten",0,1269
2014,"regular",10,"Coaches Poll",6,2483,"Oregon","Pac-12",0,1217
2014,"regular",10,"Coaches Poll",7,87,"Notre Dame","FBS Independents",0,1170
2014,"regular",10,"Coaches Poll",8,61,"Georgia","SEC",0,1069
2014,"regular",10,"Coaches Poll",9,145,"Ole Miss","SEC",0,1067
2014,"regular",10,"Coaches Poll",10,2628,"TCU","Big 12",0,1057
2014,"regular",10,"Coaches Poll",11,2306,"Kansas State","Big 12",0,979
2014,"regular",10,"Coaches Poll",12,239,"Baylor","Big 12",0,848
2014,"regular",10,"Coaches Poll",13,194,"Ohio State","Big Ten",0,817
2014,"regular",10,"Coaches Poll",14,9,"Arizona State","Pac-12",0,712
2014,"regular",10,"Coaches Poll",15,12,"Arizona","Pac-12",0,652
2014,"regular",10,"Coaches Poll",16,158,"Nebraska","Big Ten",0,623
2014,"regular",10,"Coaches Poll",17,99,"LSU","SEC",0,455
2014,"regular",10,"Coaches Poll",18,254,"Utah","Pac-12",0,454
2014,"regular",10,"Coaches Poll",19,151,"East Carolina","American Athletic",0,448
2014,"regular",10,"Coaches Poll",20,201,"Oklahoma","Big 12",0,444
2014,"regular",10,"Coaches Poll",21,228,"Clemson","ACC",0,304
2014,"regular",10,"Coaches Poll",22,277,"West Virginia","Big 12",0,290
2014,"regular",10,"Coaches Poll",23,276,"Marshall","Conference USA",0,217
2014,"regular",10,"Coaches Poll",24,150,"Duke","ACC",0,134
2014,"regular",10,"Coaches Poll",25,26,"UCLA","Pac-12",0,107
2014,"regular",10,"FCS Coaches Poll",1,2449,"North Dakota State","MVFC",26,650
2014,"regular",10,"FCS Coaches Poll",2,324,"Coastal Carolina","Big South",0,617
2014,"regular",10,"FCS Coaches Poll",3,222,"Villanova","CAA",0,594
2014,"regular",10,"FCS Coaches Poll",4,160,"New Hampshire","CAA",0,569
2014,"regular",10,"FCS Coaches Poll",5,55,"Jacksonville State","OVC",0,541
2014,"regular",10,"FCS Coaches Poll",6,2287,"Illinois State","MVFC",0,501
2014,"regular",10,"FCS Coaches Poll",7,331,"Eastern Washington","Big Sky",0,495
2014,"regular",10,"FCS Coaches Poll",8,2377,"McNeese","Southland",0,460
2014,"regular",10,"FCS Coaches Poll",9,147,"Montana State","Big Sky",0,437
2014,"regular",10,"FCS Coaches Poll",10,2230,"Fordham","Patriot",0,384
2014,"regular",10,"FCS Coaches Poll",11,149,"Montana","Big Sky",0,354
2014,"regular",10,"FCS Coaches Poll",12,236,"Chattanooga","Southern",0,344
2014,"regular",10,"FCS Coaches Poll",13,2754,"Youngstown State","MVFC",0,343
2014,"regular",10,"FCS Coaches Poll",14,257,"Richmond","CAA",0,324
2014,"regular",10,"FCS Coaches Poll",15,2545,"SE Louisiana","Southland",0,313
2014,"regular",10,"FCS Coaches Poll",16,2198,"Eastern Kentucky","OVC",0,234
2014,"regular",10,"FCS Coaches Poll",17,2729,"William & Mary","CAA",0,225
2014,"regular",10,"FCS Coaches Poll",18,108,"Harvard","Ivy",0,197
2014,"regular",10,"FCS Coaches Poll",19,2571,"South Dakota State","MVFC",0,162
2014,"regular",10,"FCS Coaches Poll",20,2065,"Bethune-Cookman","MEAC",0,149
2014,"regular",10,"FCS Coaches Poll",21,282,"Indiana State","MVFC",0,143
2014,"regular",10,"FCS Coaches Poll",22,2460,"Northern Iowa","MVFC",0,98
2014,"regular",10,"FCS Coaches Poll",23,2617,"Stephen F. Austin","Southland",0,71
2014,"regular",10,"FCS Coaches Poll",24,2803,"Bryant","NEC",0,56
2014,"regular",10,"FCS Coaches Poll",25,79,"Southern Illinois","MVFC",0,42
2014,"regular",10,"Playoff Committee Rankings",1,344,"Mississippi State","SEC",0,0
2014,"regular",10,"Playoff Committee Rankings",2,52,"Florida State","ACC",0,0
2014,"regular",10,"Playoff Committee Rankings",3,2,"Auburn","SEC",0,0
2014,"regular",10,"Playoff Committee Rankings",4,145,"Ole Miss","SEC",0,0
2014,"regular",10,"Playoff Committee Rankings",5,2483,"Oregon","Pac-12",0,0
2014,"regular",10,"Playoff Committee Rankings",6,333,"Alabama","SEC",0,0
2014,"regular",10,"Playoff Committee Rankings",7,2628,"TCU","Big 12",0,0
2014,"regular",10,"Playoff Committee Rankings",8,127,"Michigan State","Big Ten",0,0
2014,"regular",10,"Playoff Committee Rankings",9,2306,"Kansas State","Big 12",0,0
2014,"regular",10,"Playoff Committee Rankings",10,87,"Notre Dame","FBS Independents",0,0
2014,"regular",10,"Playoff Committee Rankings",11,61,"Georgia","SEC",0,0
2014,"regular",10,"Playoff Committee Rankings",12,12,"Arizona","Pac-12",0,0
2014,"regular",10,"Playoff Committee Rankings",13,239,"Baylor","Big 12",0,0
2014,"regular",10,"Playoff Committee Rankings",14,9,"Arizona State","Pac-12",0,0
2014,"regular",10,"Playoff Committee Rankings",15,158,"Nebraska","Big Ten",0,0
2014,"regular",10,"Playoff Committee Rankings",16,194,"Ohio State","Big Ten",0,0
2014,"regular",10,"Playoff Committee Rankings",17,254,"Utah","Pac-12",0,0
2014,"regular",10,"Playoff Committee Rankings",18,201,"Oklahoma","Big 12",0,0
2014,"regular",10,"Playoff Committee Rankings",19,99,"LSU","SEC",0,0
2014,"regular",10,"Playoff Committee Rankings",20,277,"West Virginia","Big 12",0,0
2014,"regular",10,"Playoff Committee Rankings",21,228,"Clemson","ACC",0,0
2014,"regular",10,"Playoff Committee Rankings",22,26,"UCLA","Pac-12",0,0
2014,"regular",10,"Playoff Committee Rankings",23,151,"East Carolina","American Athletic",0,0
2014,"regular",10,"Playoff Committee Rankings",24,150,"Duke","ACC",0,0
2014,"regular",10,"Playoff Committee Rankings",25,97,"Louisville","ACC",0,0
2014,"regular",11,"AFCA Division II Coaches Poll",1,2364,"Minnesota State Mankato","Northern Sun",28,770
2014,"regular",11,"AFCA Division II Coaches Poll",2,134,"Minnesota Duluth","Northern Sun",1,743
2014,"regular",11,"AFCA Division II Coaches Poll",3,2331,"Lenoir-Rhyne","South Atlantic",2,715
2014,"regular",11,"AFCA Division II Coaches Poll",4,2222,"Ferris State","GLIAC",0,677
2014,"regular",11,"AFCA Division II Coaches Poll",5,2071,"Bloomsburg","Pennsylvania State Athletic",0,643
2014,"regular",11,"AFCA Division II Coaches Poll",6,90,"Pittsburg St","Mid America",0,608
2014,"regular",11,"AFCA Division II Coaches Poll",7,138,"Northwest Missouri St","Mid America",0,580
2014,"regular",11,"AFCA Division II Coaches Poll",8,2570,"CSU Pueblo","Rocky Mountain",0,536
2014,"regular",11,"AFCA Division II Coaches Poll",9,2888,"Ouachita Baptist","Great American",0,466
2014,"regular",11,"AFCA Division II Coaches Poll",10,2736,"Winston-Salem","CIAA",0,444
2014,"regular",11,"AFCA Division II Coaches Poll",11,2477,"Ohio Dominican","GLIAC",0,437
2014,"regular",11,"AFCA Division II Coaches Poll",12,2170,"Delta State","Gulf South",0,402
2014,"regular",11,"AFCA Division II Coaches Poll",13,2148,"Concord University","Mountain East",0,383
2014,"regular",11,"AFCA Division II Coaches Poll",14,2271,"Henderson State","Great American",0,377
2014,"regular",11,"AFCA Division II Coaches Poll",15,2453,"North Alabama","Gulf South",0,372
2014,"regular",11,"AFCA Division II Coaches Poll",16,2264,"Harding University","Great American",0,313
2014,"regular",11,"AFCA Division II Coaches Poll",17,2894,"Sioux Falls","Northern Sun",0,304
2014,"regular",11,"AFCA Division II Coaches Poll",18,223,"West Chester","Pennsylvania State Athletic",0,250
2014,"regular",11,"AFCA Division II Coaches Poll",19,2146,"Colorado School Of Mines","Rocky Mountain",0,244
2014,"regular",11,"AFCA Division II Coaches Poll",20,2392,"Michigan Tech","GLIAC",0,183
2014,"regular",11,"AFCA Division II Coaches Poll",21,2974,"Shepherd","Mountain East",0,157
2014,"regular",11,"AFCA Division II Coaches Poll",22,308,"Ashland","GLIAC",0,141
2014,"regular",11,"AFCA Division II Coaches Poll",23,2049,"Azusa Pacific","Great Northwest",0,104
2014,"regular",11,"AFCA Division II Coaches Poll",24,2105,"Carson-Newman College","South Atlantic",0,77
2014,"regular",11,"AFCA Division II Coaches Poll",25,2292,"Indianapolis","Great Lakes",0,48
2014,"regular",11,"AP Top 25",1,344,"Mississippi State","SEC",45,1484
2014,"regular",11,"AP Top 25",2,52,"Florida State","ACC",15,1452
2014,"regular",11,"AP Top 25",3,2,"Auburn","SEC",0,1345
2014,"regular",11,"AP Top 25",4,333,"Alabama","SEC",0,1281
2014,"regular",11,"AP Top 25",5,2483,"Oregon","Pac-12",0,1275
2014,"regular",11,"AP Top 25",6,2628,"TCU","Big 12",0,1148
2014,"regular",11,"AP Top 25",7,127,"Michigan State","Big Ten",0,1120
2014,"regular",11,"AP Top 25",8,87,"Notre Dame","FBS Independents",0,1096
2014,"regular",11,"AP Top 25",9,2306,"Kansas State","Big 12",0,1049
2014,"regular",11,"AP Top 25",10,239,"Baylor","Big 12",0,961
2014,"regular",11,"AP Top 25",11,9,"Arizona State","Pac-12",0,831
2014,"regular",11,"AP Top 25",12,145,"Ole Miss","SEC",0,828
2014,"regular",11,"AP Top 25",13,194,"Ohio State","Big Ten",0,780
2014,"regular",11,"AP Top 25",14,99,"LSU","SEC",0,717
2014,"regular",11,"AP Top 25",15,158,"Nebraska","Big Ten",0,680
2014,"regular",11,"AP Top 25",16,201,"Oklahoma","Big 12",0,574
2014,"regular",11,"AP Top 25",17,61,"Georgia","SEC",0,465
2014,"regular",11,"AP Top 25",18,26,"UCLA","Pac-12",0,464
2014,"regular",11,"AP Top 25",19,228,"Clemson","ACC",0,341
2014,"regular",11,"AP Top 25",20,254,"Utah","Pac-12",0,327
2014,"regular",11,"AP Top 25",21,12,"Arizona","Pac-12",0,325
2014,"regular",11,"AP Top 25",22,150,"Duke","ACC",0,288
2014,"regular",11,"AP Top 25",23,276,"Marshall","Conference USA",0,238
2014,"regular",11,"AP Top 25",24,277,"West Virginia","Big 12",0,159
2014,"regular",11,"AP Top 25",25,275,"Wisconsin","Big Ten",0,83
2014,"regular",11,"Coaches Poll",1,344,"Mississippi State","SEC",40,1526
2014,"regular",11,"Coaches Poll",2,52,"Florida State","ACC",22,1501
2014,"regular",11,"Coaches Poll",3,2,"Auburn","SEC",0,1355
2014,"regular",11,"Coaches Poll",4,333,"Alabama","SEC",0,1349
2014,"regular",11,"Coaches Poll",5,2483,"Oregon","Pac-12",0,1289
2014,"regular",11,"Coaches Poll",6,127,"Michigan State","Big Ten",0,1241
2014,"regular",11,"Coaches Poll",7,2628,"TCU","Big 12",0,1150
2014,"regular",11,"Coaches Poll",8,87,"Notre Dame","FBS Independents",0,1121
2014,"regular",11,"Coaches Poll",9,2306,"Kansas State","Big 12",0,1087
2014,"regular",11,"Coaches Poll",10,239,"Baylor","Big 12",0,957
2014,"regular",11,"Coaches Poll",11,194,"Ohio State","Big Ten",0,901
2014,"regular",11,"Coaches Poll",12,9,"Arizona State","Pac-12",0,854
2014,"regular",11,"Coaches Poll",13,145,"Ole Miss","SEC",0,793
2014,"regular",11,"Coaches Poll",14,158,"Nebraska","Big Ten",0,766
2014,"regular",11,"Coaches Poll",15,99,"LSU","SEC",0,636
2014,"regular",11,"Coaches Poll",16,201,"Oklahoma","Big 12",0,601
2014,"regular",11,"Coaches Poll",17,61,"Georgia","SEC",0,508
2014,"regular",11,"Coaches Poll",18,26,"UCLA","Pac-12",0,438
2014,"regular",11,"Coaches Poll",19,228,"Clemson","ACC",0,394
2014,"regular",11,"Coaches Poll",20,150,"Duke","ACC",0,320
2014,"regular",11,"Coaches Poll",21,12,"Arizona","Pac-12",0,307
2014,"regular",11,"Coaches Poll",22,254,"Utah","Pac-12",0,253
2014,"regular",11,"Coaches Poll",22,276,"Marshall","Conference USA",0,253
2014,"regular",11,"Coaches Poll",24,275,"Wisconsin","Big Ten",0,146
2014,"regular",11,"Coaches Poll",25,277,"West Virginia","Big 12",0,130
2014,"regular",11,"FCS Coaches Poll",1,2449,"North Dakota State","MVFC",26,650
2014,"regular",11,"FCS Coaches Poll",2,324,"Coastal Carolina","Big South",0,618
2014,"regular",11,"FCS Coaches Poll",3,160,"New Hampshire","CAA",0,599
2014,"regular",11,"FCS Coaches Poll",4,55,"Jacksonville State","OVC",0,570
2014,"regular",11,"FCS Coaches Poll",5,331,"Eastern Washington","Big Sky",0,539
2014,"regular",11,"FCS Coaches Poll",6,2377,"McNeese","Southland",0,500
2014,"regular",11,"FCS Coaches Poll",7,222,"Villanova","CAA",0,475
2014,"regular",11,"FCS Coaches Poll",8,257,"Richmond","CAA",0,446
2014,"regular",11,"FCS Coaches Poll",9,2230,"Fordham","Patriot",0,412
2014,"regular",11,"FCS Coaches Poll",10,149,"Montana","Big Sky",0,395
2014,"regular",11,"FCS Coaches Poll",11,236,"Chattanooga","Southern",0,387
2014,"regular",11,"FCS Coaches Poll",12,2287,"Illinois State","MVFC",0,385
2014,"regular",11,"FCS Coaches Poll",13,2754,"Youngstown State","MVFC",0,369
2014,"regular",11,"FCS Coaches Poll",14,2545,"SE Louisiana","Southland",0,320
2014,"regular",11,"FCS Coaches Poll",15,2198,"Eastern Kentucky","OVC",0,270
2014,"regular",11,"FCS Coaches Poll",16,147,"Montana State","Big Sky",0,260
2014,"regular",11,"FCS Coaches Poll",17,108,"Harvard","Ivy",0,218
2014,"regular",11,"FCS Coaches Poll",18,2065,"Bethune-Cookman","MEAC",0,174
2014,"regular",11,"FCS Coaches Poll",19,282,"Indiana State","MVFC",0,171
2014,"regular",11,"FCS Coaches Poll",20,2460,"Northern Iowa","MVFC",0,155
2014,"regular",11,"FCS Coaches Poll",21,2803,"Bryant","NEC",0,108
2014,"regular",11,"FCS Coaches Poll",22,2571,"South Dakota State","MVFC",0,104
2014,"regular",11,"FCS Coaches Poll",23,13,"Cal Poly","Big Sky",0,86
2014,"regular",11,"FCS Coaches Poll",24,79,"Southern Illinois","MVFC",0,48
2014,"regular",11,"FCS Coaches Poll",25,2729,"William & Mary","CAA",0,47
2014,"regular",11,"Playoff Committee Rankings",1,344,"Mississippi State","SEC",0,0
2014,"regular",11,"Playoff Committee Rankings",2,52,"Florida State","ACC",0,0
2014,"regular",11,"Playoff Committee Rankings",3,2,"Auburn","SEC",0,0
2014,"regular",11,"Playoff Committee Rankings",4,2483,"Oregon","Pac-12",0,0
2014,"regular",11,"Playoff Committee Rankings",5,333,"Alabama","SEC",0,0
2014,"regular",11,"Playoff Committee Rankings",6,2628,"TCU","Big 12",0,0
2014,"regular",11,"Playoff Committee Rankings",7,2306,"Kansas State","Big 12",0,0
2014,"regular",11,"Playoff Committee Rankings",8,127,"Michigan State","Big Ten",0,0
2014,"regular",11,"Playoff Committee Rankings",9,9,"Arizona State","Pac-12",0,0
2014,"regular",11,"Playoff Committee Rankings",10,87,"Notre Dame","FBS Independents",0,0
2014,"regular",11,"Playoff Committee Rankings",11,145,"Ole Miss","SEC",0,0
2014,"regular",11,"Playoff Committee Rankings",12,239,"Baylor","Big 12",0,0
