brewery_id,Brewery_Name,Brewery_City,Brewery_State,ABV,IBU,Beer_Name,Beer_Style,Beer_Ounces
365,Great River Brewery,Davenport,IA,0.053,48,483 Pale Ale,American Pale Ale (APA),16
365,Great River Brewery,Davenport,IA,0.054,30,Roller Dam Red Ale,Irish Red Ale,16
365,Great River Brewery,Davenport,IA,0.055,10,Widespread Wit,Witbier,16
365,Great River Brewery,Davenport,IA,0.06,NA,Aaah Bock Lager,Vienna Lager,16
365,Great River Brewery,Davenport,IA,0.05,30,Owney Irish Style Red Ale,Irish Red Ale,16
365,Great River Brewery,Davenport,IA,0.048,20,Dos Pistolas,Vienna Lager,12
365,Great River Brewery,Davenport,IA,0.048,NA,Dirty Blonde Chocolate Ale,American Blonde Ale,12
365,Great River Brewery,Davenport,IA,0.048,NA,Great River Golden Ale,American Blonde Ale,12
365,Great River Brewery,Davenport,IA,0.07,22,Barrel Aged Farmer,American Brown Ale,16
365,Great River Brewery,Davenport,IA,0.05,5,Chickawawa Lemonale,Fruit / Vegetable Beer,12
366,Mustang Brewing Company,Mustang,OK,0.053,14,Washita Wheat,American Pale Wheat Ale,12
366,Mustang Brewing Company,Mustang,OK,0.053,10,Mustang Golden Ale,American Blonde Ale,12
366,Mustang Brewing Company,Mustang,OK,0.04,NA,Session '33 (2011),American Pale Lager,12
366,Mustang Brewing Company,Mustang,OK,0.04,NA,Mustang '33,American Pale Lager,12
366,Mustang Brewing Company,Mustang,OK,0.05,NA,Mustang Sixty-Six,American Amber / Red Lager,12
367,Airways Brewing Company,Kent,WA,0.052,33,Pre Flight Pilsner,American Pilsner,16
367,Airways Brewing Company,Kent,WA,0.05,35,Oatmeal PSA,American Pale Ale (APA),16
367,Airways Brewing Company,Kent,WA,0.053,35,Maylani's Coconut Stout,American Stout,16
368,21st Amendment Brewery,San Francisco,CA,0.049,17,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12
368,21st Amendment Brewery,San Francisco,CA,0.07,65,Brew Free! or Die IPA,American IPA,12
368,21st Amendment Brewery,San Francisco,CA,0.083,35,Monk's Blood,Belgian Dark Ale,12
368,21st Amendment Brewery,San Francisco,CA,0.068,65,Back in Black,American Black Ale,12
368,21st Amendment Brewery,San Francisco,CA,0.079,45,Fireside Chat (2010),Winter Warmer,12
368,21st Amendment Brewery,San Francisco,CA,0.044,42,Bitter American (2011),American Pale Ale (APA),12
368,21st Amendment Brewery,San Francisco,CA,0.097,94,Hop Crisis,American Double / Imperial IPA,12
368,21st Amendment Brewery,San Francisco,CA,0.085,52,Special Edition: Allies Win The War!,English Strong Ale,12
368,21st Amendment Brewery,San Francisco,CA,0.07,70,Brew Free! or Die IPA (2009),American IPA,12
368,21st Amendment Brewery,San Francisco,CA,0.07,70,Brew Free! or Die IPA (2008),American IPA,12
368,21st Amendment Brewery,San Francisco,CA,0.07,70,21st Amendment IPA (2006),American IPA,12
368,21st Amendment Brewery,San Francisco,CA,0.049,17,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12
368,21st Amendment Brewery,San Francisco,CA,0.049,17,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12
368,21st Amendment Brewery,San Francisco,CA,0.049,17,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12
368,21st Amendment Brewery,San Francisco,CA,0.044,42,Bitter American,American Pale Ale (APA),12
368,21st Amendment Brewery,San Francisco,CA,0.079,NA,Marooned On Hog Island,American Stout,12
368,21st Amendment Brewery,San Francisco,CA,0.079,45,Fireside Chat,Winter Warmer,12
368,21st Amendment Brewery,San Francisco,CA,0.099,92,Lower De Boom,American Barleywine,8.4
368,21st Amendment Brewery,San Francisco,CA,0.082,NA,He Said Belgian-Style Tripel,Tripel,12
368,21st Amendment Brewery,San Francisco,CA,0.082,NA,He Said Baltic-Style Porter,Baltic Porter,12
369,Eddyline Brewery & Restaurant,Buena Vista,CO,0.078,74,Crank Yanker IPA (2011),American IPA,16
369,Eddyline Brewery & Restaurant,Buena Vista,CO,0.045,NA,Boater Beer,German Pilsener,16
369,Eddyline Brewery & Restaurant,Buena Vista,CO,0.055,NA,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16
369,Eddyline Brewery & Restaurant,Buena Vista,CO,0.05,NA,Pumpkin Patch Ale (2012),Pumpkin Ale,16
369,Eddyline Brewery & Restaurant,Buena Vista,CO,0.06,NA,River Runners Pale Ale,American Pale Ale (APA),16
369,Eddyline Brewery & Restaurant,Buena Vista,CO,0.078,74,Crank Yanker IPA,American IPA,16
369,Eddyline Brewery & Restaurant,Buena Vista,CO,0.05,NA,Pumpkin Patch Ale,Pumpkin Ale,16
370,Pizza Port Brewing Company,Carlsbad,CA,0.068,NA,Swami's India Pale Ale,American IPA,16
370,Pizza Port Brewing Company,Carlsbad,CA,0.049,NA,Chronic Ale,American Amber / Red Ale,16
370,Pizza Port Brewing Company,Carlsbad,CA,0.045,NA,PONTO S.I.P.A.,American IPA,16
371,Sly Fox Brewing Company,Pottstown,PA,0.051,40,Phoenix Pale Ale,American Pale Ale (APA),12
371,Sly Fox Brewing Company,Pottstown,PA,0.049,44,Pikeland Pils,German Pilsener,12
371,Sly Fox Brewing Company,Pottstown,PA,0.056,11,Royal Weisse Ale,Hefeweizen,12
371,Sly Fox Brewing Company,Pottstown,PA,0.053,21,Dunkel Lager,Munich Dunkel Lager,12
371,Sly Fox Brewing Company,Pottstown,PA,0.07,113,113 IPA,American IPA,12
371,Sly Fox Brewing Company,Pottstown,PA,0.058,25,Oktoberfest Lager,Märzen / Oktoberfest,12
371,Sly Fox Brewing Company,Pottstown,PA,0.084,90,Odyssey Imperial IPA,American Double / Imperial IPA,12
371,Sly Fox Brewing Company,Pottstown,PA,0.055,16,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,12
371,Sly Fox Brewing Company,Pottstown,PA,0.049,18,Helles Golden Lager,Munich Helles Lager,12
371,Sly Fox Brewing Company,Pottstown,PA,0.062,NA,360° India Pale Ale,American IPA,12
371,Sly Fox Brewing Company,Pottstown,PA,0.056,25,Grisette,Grisette,12
371,Sly Fox Brewing Company,Pottstown,PA,0.055,16,Sly Fox Christmas Ale 2013,Winter Warmer,12
372,Spring House Brewing Company,Conestoga,PA,0.056,NA,Seven Gates Pale Ale,American Pale Ale (APA),12
373,7venth Sun,Dunedin,FL,0.038,NA,Wolfman's Berliner,Berliner Weissbier,12
374,Astoria Brewing Company,Astoria,OR,0.06,35,Old Red Beard Amber Ale,American Amber / Red Ale,12
374,Astoria Brewing Company,Astoria,OR,0.062,35,Poop Deck Porter,American Porter,12
374,Astoria Brewing Company,Astoria,OR,0.082,138,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12
374,Astoria Brewing Company,Astoria,OR,0.057,40,Trolley Stop Stout,American Stout,12
375,Maui Brewing Company,Lahaina,HI,0.062,65,Big Swell IPA,American IPA,12
375,Maui Brewing Company,Lahaina,HI,0.057,30,CoCoNut Porter,American Porter,12
375,Maui Brewing Company,Lahaina,HI,0.045,18,Bikini Blonde Lager,Munich Helles Lager,12
375,Maui Brewing Company,Lahaina,HI,0.055,15,Mana Wheat,American Pale Wheat Ale,12
375,Maui Brewing Company,Lahaina,HI,0.068,68,Flyin' HI.P.Hay,American IPA,12
375,Maui Brewing Company,Lahaina,HI,0.05,12,La Perouse White,Witbier,12
375,Maui Brewing Company,Lahaina,HI,0.06,24,Sobrehumano Palena'ole,American Amber / Red Ale,12
375,Maui Brewing Company,Lahaina,HI,0.082,NA,Liquid Breadfruit,Fruit / Vegetable Beer,12
375,Maui Brewing Company,Lahaina,HI,0.07,NA,Aloha B’ak’tun,Belgian Strong Dark Ale,12
375,Maui Brewing Company,Lahaina,HI,0.05,NA,Lemongrass Saison,Saison / Farmhouse Ale,12
375,Maui Brewing Company,Lahaina,HI,0.055,NA,Pau Hana Pilsner,Czech Pilsener,12
375,Maui Brewing Company,Lahaina,HI,0.051,20,Lahaina Town Brown,American Brown Ale,12
376,RoughTail Brewing Company,Midwest City,OK,0.08,NA,Polar Night Stout,American Stout,16
376,RoughTail Brewing Company,Midwest City,OK,0.07,80,RoughTail IPA,American IPA,16
376,RoughTail Brewing Company,Midwest City,OK,0.076,78,12th Round,American Strong Ale,16
377,Lucette Brewing Company,Menominee,WI,0.052,29,Slow Hand Stout,American Stout,16
378,Bold City Brewery,Jacksonville,FL,0.06,NA,Duke's Cold Nose Brown Ale,American Brown Ale,12
378,Bold City Brewery,Jacksonville,FL,0.055,NA,Killer Whale Cream Ale,Cream Ale,12
378,Bold City Brewery,Jacksonville,FL,0.065,NA,Mad Manatee IPA,American IPA,12
379,Grey Sail Brewing of Rhode Island,Westerly,RI,0.049,22,Flagship Ale,Cream Ale,12
379,Grey Sail Brewing of Rhode Island,Westerly,RI,0.06,54,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12
379,Grey Sail Brewing of Rhode Island,Westerly,RI,0.06,34,Leaning Chimney Smoked Porter,American Porter,16
379,Grey Sail Brewing of Rhode Island,Westerly,RI,0.055,NA,Bring Back the Beach Blonde Ale,American Blonde Ale,16
379,Grey Sail Brewing of Rhode Island,Westerly,RI,0.04,20,Hazy Day Belgian-Style Wit,Witbier,16
379,Grey Sail Brewing of Rhode Island,Westerly,RI,0.06,54,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12
379,Grey Sail Brewing of Rhode Island,Westerly,RI,0.058,NA,Autumn Winds,Märzen / Oktoberfest,16
380,Blue Blood Brewing Company,Lincoln,NE,0.046,35,834 Happy As Ale,American Pale Ale (APA),12
380,Blue Blood Brewing Company,Lincoln,NE,0.056,37,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12
380,Blue Blood Brewing Company,Lincoln,NE,0.056,37,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12
380,Blue Blood Brewing Company,Lincoln,NE,0.056,37,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12
380,Blue Blood Brewing Company,Lincoln,NE,0.045,NA,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),12
380,Blue Blood Brewing Company,Lincoln,NE,0.064,NA,1335 Wicked Snout,Saison / Farmhouse Ale,12
380,Blue Blood Brewing Company,Lincoln,NE,0.05,NA,467 Ethan's Stout,American Stout,12
380,Blue Blood Brewing Company,Lincoln,NE,NA,NA,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,12
380,Blue Blood Brewing Company,Lincoln,NE,0.052,NA,6-4-3 Double Play Pilsner,German Pilsener,12
380,Blue Blood Brewing Company,Lincoln,NE,0.096,NA,Pernicious Double IPA,American Double / Imperial IPA,12
380,Blue Blood Brewing Company,Lincoln,NE,0.08,NA,Last Call Imperial Amber Ale,American Amber / Red Ale,12
380,Blue Blood Brewing Company,Lincoln,NE,0.055,NA,Brewerhood Brown Ale,American Brown Ale,12
380,Blue Blood Brewing Company,Lincoln,NE,NA,NA,Double Play Pilsner,American Pilsner,12
380,Blue Blood Brewing Company,Lincoln,NE,0.05,NA,1800 Big Log Wheat (2012),American Pale Wheat Ale,12
381,Swashbuckler Brewing Company,Manheim,PA,0.045,NA,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12
382,Blue Mountain Brewery,Afton,VA,0.059,60,Full Nelson Pale Ale (2010),American Pale Ale (APA),12
382,Blue Mountain Brewery,Afton,VA,0.053,22,Blue Mountain Classic Lager,Euro Pale Lager,12
382,Blue Mountain Brewery,Afton,VA,0.065,30,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12
382,Blue Mountain Brewery,Afton,VA,0.059,60,Full Nelson Pale Ale,American Pale Ale (APA),12
383,Starr Hill Brewery,Crozet,VA,0.065,52,Northern Lights India Pale Ale,American IPA,12
383,Starr Hill Brewery,Crozet,VA,0.048,12,Festie,Märzen / Oktoberfest,12
383,Starr Hill Brewery,Crozet,VA,0.065,52,Northern Lights India Pale Ale,American IPA,16
383,Starr Hill Brewery,Crozet,VA,0.042,20,Starr Pils,German Pilsener,12
384,Westbrook Brewing Company,Mt. Pleasant,SC,0.068,65,Westbrook IPA,American IPA,12
384,Westbrook Brewing Company,Mt. Pleasant,SC,0.05,16,White Thai,Witbier,12
384,Westbrook Brewing Company,Mt. Pleasant,SC,0.04,5,Westbrook Gose,Gose,12
384,Westbrook Brewing Company,Mt. Pleasant,SC,0.055,NA,One Claw,American Pale Ale (APA),12
385,Shipyard Brewing Company,Portland,ME,0.051,NA,Shipyard Export,American Blonde Ale,12
385,Shipyard Brewing Company,Portland,ME,0.047,NA,Pumpkinhead Ale,Pumpkin Ale,12
385,Shipyard Brewing Company,Portland,ME,0.051,NA,Shipyard Summer Ale,American Pale Wheat Ale,12
385,Shipyard Brewing Company,Portland,ME,0.069,65,Monkey Fist IPA,American IPA,12
386,Revolution Brewing,Paonia,CO,NA,NA,Miner's Gold,American Blonde Ale,12
386,Revolution Brewing,Paonia,CO,0.062,NA,Colorado Red Ale,American Amber / Red Ale,12
386,Revolution Brewing,Paonia,CO,0.056,NA,Jessie's Garage,American Pale Ale (APA),16
386,Revolution Brewing,Paonia,CO,0.046,NA,Vienna Lager,Vienna Lager,16
386,Revolution Brewing,Paonia,CO,0.05,NA,Miner's Gold,American Blonde Ale,16
386,Revolution Brewing,Paonia,CO,NA,NA,Rye Porter,American Porter,16
386,Revolution Brewing,Paonia,CO,0.064,NA,Stout Ol' Friend (2012),American Stout,16
386,Revolution Brewing,Paonia,CO,0.064,NA,Stout Ol' Friend,American Stout,16
387,Natian Brewery,Portland,OR,0.053,NA,Undun Blonde Ale (2012),American Blonde Ale,16
387,Natian Brewery,Portland,OR,0.074,NA,CuDa Cascadian Dark Ale (2012),American Black Ale,16
387,Natian Brewery,Portland,OR,0.085,86,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,16
387,Natian Brewery,Portland,OR,0.085,86,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,16
387,Natian Brewery,Portland,OR,0.074,NA,CuDa Cascadian Dark Ale,American Black Ale,16
387,Natian Brewery,Portland,OR,0.053,NA,Undun Blonde Ale,American Blonde Ale,16
388,Alltech's Lexington Brewing Company,Lexington,KY,0.065,NA,Kentucky IPA,American IPA,16
388,Alltech's Lexington Brewing Company,Lexington,KY,0.043,NA,Kentucky Kölsch,Kölsch,16
389,Oskar Blues Brewery (North Carol...,Brevard,NC,0.065,65,Dale's Pale Ale,American Pale Ale (APA),12
389,Oskar Blues Brewery (North Carol...,Brevard,NC,0.065,65,Dale's Pale Ale,American Pale Ale (APA),19.2
389,Oskar Blues Brewery (North Carol...,Brevard,NC,0.08,35,Old Chub,Scottish Ale,12
389,Oskar Blues Brewery (North Carol...,Brevard,NC,0.08,85,Deviant Dale's IPA,American Double / Imperial IPA,16
389,Oskar Blues Brewery (North Carol...,Brevard,NC,0.099,98,Ten Fidy,Russian Imperial Stout,12
389,Oskar Blues Brewery (North Carol...,Brevard,NC,0.087,85,G'KNIGHT,American Double / Imperial IPA,12
390,Orlison Brewing Company,Airway Heights,WA,0.041,NA,Havanüther,Light Lager,16
390,Orlison Brewing Company,Airway Heights,WA,0.042,NA,Brünette,Euro Dark Lager,16
390,Orlison Brewing Company,Airway Heights,WA,0.067,NA,Orlison India Pale Lager,American Pale Lager,16
390,Orlison Brewing Company,Airway Heights,WA,0.055,NA,Lizzy's Red,American Amber / Red Lager,16
390,Orlison Brewing Company,Airway Heights,WA,0.053,NA,Clem's Gold,American Pale Lager,16
391,Breckenridge Brewery,Denver,CO,0.054,19,Avalanche Ale,American Amber / Red Ale,12
391,Breckenridge Brewery,Denver,CO,0.062,68,Lucky U IPA,American IPA,12
391,Breckenridge Brewery,Denver,CO,0.045,15,SummerBright Ale,American Pale Wheat Ale,12
391,Breckenridge Brewery,Denver,CO,0.042,9,Agave Wheat,American Pale Wheat Ale,12
392,Santa Fe Brewing Company,Santa Fe,NM,0.066,NA,Happy Camper IPA,American IPA,12
392,Santa Fe Brewing Company,Santa Fe,NM,0.055,NA,Freestyle Pilsner,German Pilsener,12
392,Santa Fe Brewing Company,Santa Fe,NM,0.08,NA,Imperial Java Stout,Russian Imperial Stout,12
392,Santa Fe Brewing Company,Santa Fe,NM,NA,NA,Santa Fe Oktoberfest,Märzen / Oktoberfest,12
392,Santa Fe Brewing Company,Santa Fe,NM,0.045,NA,Santa Fe Irish Red Ale,Irish Red Ale,12
392,Santa Fe Brewing Company,Santa Fe,NM,0.071,95,Black IPA,American Black Ale,12
392,Santa Fe Brewing Company,Santa Fe,NM,0.055,30,Saison 88,Saison / Farmhouse Ale,12
393,Miami Brewing Company,Miami,FL,0.053,16,Big Rod Coconut Ale,American Blonde Ale,12
393,Miami Brewing Company,Miami,FL,0.071,62,Miami Vice IPA,American IPA,12
393,Miami Brewing Company,Miami,FL,0.053,30,Gator Tail Brown Ale,American Brown Ale,12
393,Miami Brewing Company,Miami,FL,0.053,11,Shark Bait,Fruit / Vegetable Beer,12
394,Schilling & Company,Seattle,WA,0.065,NA,Schilling Hard Cider,Cider,12
394,Schilling & Company,Seattle,WA,0.065,NA,Ginger Cider,Cider,12
394,Schilling & Company,Seattle,WA,0.065,NA,Oak Aged Cider,Cider,12
395,Hops & Grain Brewery,Austin,TX,0.06,50,Pale Dog,American Pale Ale (APA),12
395,Hops & Grain Brewery,Austin,TX,0.051,40,Alteration,Altbier,12
395,Hops & Grain Brewery,Austin,TX,0.051,NA,The One They Call Zoe,American Pale Lager,12
395,Hops & Grain Brewery,Austin,TX,0.07,NA,Green House India Pale Ale,American IPA,12
396,White Flame Brewing Company,Hudsonville,MI,0.06,NA,Super G IPA,American IPA,16
397,Ruhstaller Beer Company,Sacramento,CA,0.056,35,1881 California Red Ale,American Amber / Red Ale,16
397,Ruhstaller Beer Company,Sacramento,CA,0.073,55,CAPT Black IPA,American Black Ale,16
397,Ruhstaller Beer Company,Sacramento,CA,0.048,42,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,12
397,Ruhstaller Beer Company,Sacramento,CA,0.073,55,CAPT Black IPA,American Black Ale,12
397,Ruhstaller Beer Company,Sacramento,CA,0.056,35,1881 California Red,American Amber / Red Ale,12
398,Saugatuck Brewing Company,Douglas,MI,0.05,11,Oval Beach Blonde Ale,American Blonde Ale,16
399,Moab Brewery,Moab,UT,0.04,NA,Johnny's American IPA,American IPA,16
399,Moab Brewery,Moab,UT,0.04,NA,Rocket Bike American Lager,California Common / Steam Beer,16
399,Moab Brewery,Moab,UT,0.04,NA,Dead Horse Amber,American Pale Wheat Ale,16
399,Moab Brewery,Moab,UT,0.04,NA,Squeaky Bike Nut Brown Ale,American Brown Ale,16
400,Macon Beer Company,Macon,GA,0.055,NA,Macon History Ale,American Brown Ale,12
400,Macon Beer Company,Macon,GA,0.05,NA,Macon Progress Ale,American Pale Ale (APA),12
401,Amnesia Brewing Company,Washougal,WA,0.062,43,Desolation IPA,American IPA,16
401,Amnesia Brewing Company,Washougal,WA,0.062,NA,Damnesia,American IPA,16
401,Amnesia Brewing Company,Washougal,WA,0.054,NA,Dusty Trail Pale Ale,American Pale Ale (APA),16
402,Wolverine State Brewing Company,Ann Arbor,MI,0.047,15,Wolverine Premium Lager,American Pale Lager,12
403,Red Tank Cider Company,Bend,OR,0.055,NA,Happy Cider,Cider,16
404,Cascadia Ciderworks United,Portland,OR,0.069,NA,Dry Hard Apple Cider,Cider,16
404,Cascadia Ciderworks United,Portland,OR,0.069,NA,Granny Smith Hard Apple Cider,Cider,16
405,Fate Brewing Company,Boulder,CO,0.07,70,Moirai India Pale Ale,American IPA,16
405,Fate Brewing Company,Boulder,CO,0.05,20,Laimas Kölsch Style Ale,Kölsch,16
405,Fate Brewing Company,Boulder,CO,0.05,20,Norns Roggenbier,Roggenbier,16
405,Fate Brewing Company,Boulder,CO,0.05,20,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16
405,Fate Brewing Company,Boulder,CO,0.07,58,Sudice American Stout,American Stout,16
406,Lazy Monk Brewing,Eau Claire,WI,0.05,NA,Lazy Monk Bohemian Pilsner,Czech Pilsener,16
407,Bitter Root Brewing,Hamilton,MT,0.054,NA,Sawtooth Ale,American Blonde Ale,12
407,Bitter Root Brewing,Hamilton,MT,0.063,NA,Single Hop Ale,American Pale Ale (APA),12
407,Bitter Root Brewing,Hamilton,MT,0.052,NA,Blown Out Brown,American Brown Ale,12
408,10 Barrel Brewing Company,Bend,OR,0.05,NA,Pub Beer,American Pale Lager,12
409,Tamarack Brewing Company,Lakeside,MT,0.056,NA,Yard Sale Amber Ale,American Amber / Red Ale,16
409,Tamarack Brewing Company,Lakeside,MT,0.068,NA,Hat Trick Hop IPA,American IPA,16
410,New England Brewing Company,Woodbridge,CT,0.062,NA,Sea Hag IPA (Current),American IPA,12
410,New England Brewing Company,Woodbridge,CT,0.05,NA,Atlantic Amber Ale (2007),American Amber / Red Ale,12
410,New England Brewing Company,Woodbridge,CT,0.05,NA,Elm City Lager (2007),American Pilsner,12
410,New England Brewing Company,Woodbridge,CT,0.088,85,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,16
410,New England Brewing Company,Woodbridge,CT,0.09,NA,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,16
410,New England Brewing Company,Woodbridge,CT,0.088,85,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,12
410,New England Brewing Company,Woodbridge,CT,0.09,NA,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,12
410,New England Brewing Company,Woodbridge,CT,0.05,NA,Atlantic Amber Ale (2004),American Amber / Red Ale,12
410,New England Brewing Company,Woodbridge,CT,0.05,NA,Elm City Pilsner,American Pilsner,12
410,New England Brewing Company,Woodbridge,CT,0.062,NA,Sea Hag IPA,American IPA,12
410,New England Brewing Company,Woodbridge,CT,0.034,6,Weiss Trash Culture,Berliner Weissbier,12
411,Seattle Cider Company,Seattle,WA,0.065,NA,Dry Hard Cider,Cider,16
411,Seattle Cider Company,Seattle,WA,0.065,NA,Dry Cider,Cider,16
412,Straight to Ale,Huntsville,AL,0.072,70,Monkeynaut IPA,American IPA,12
412,Straight to Ale,Huntsville,AL,0.05,30,Lily Flagg Milk Stout,Milk / Sweet Stout,12
412,Straight to Ale,Huntsville,AL,0.051,25,Sand Island Lighthouse,Kölsch,12
413,Austin Beerworks,Austin,TX,0.052,NA,Black Thunder,Schwarzbier,12
413,Austin Beerworks,Austin,TX,0.053,NA,Pearl-Snap,German Pilsener,12
413,Austin Beerworks,Austin,TX,0.051,NA,Peacemaker,American Pale Ale (APA),12
413,Austin Beerworks,Austin,TX,0.062,NA,Fire Eagle IPA,American IPA,12
413,Austin Beerworks,Austin,TX,0.07,NA,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,16
414,Blue Mountain Brewery,Arrington,VA,0.049,16,Kölsch 151,Kölsch,12
415,Coastal Empire Beer Company,Savannah,GA,0.062,55,Savannah Brown Ale,American Brown Ale,12
415,Coastal Empire Beer Company,Savannah,GA,0.047,17,Tybee Island Blonde,American Blonde Ale,12
416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,0.051,NA,Jack's Hard Cider,Cider,12
416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,0.05,NA,Helen's Blend,Cider,12
417,Boulder Beer Company,Boulder,CO,0.049,35,Hazed & Infused (2010),American Pale Ale (APA),12
417,Boulder Beer Company,Boulder,CO,0.057,35,Hoopla Pale Ale,American Pale Ale (APA),12
417,Boulder Beer Company,Boulder,CO,0.049,35,Hazed & Infused,American Pale Ale (APA),12
418,Coalition Brewing Company,Portland,OR,0.044,13,Wheat the People,American Pale Wheat Ale,16
418,Coalition Brewing Company,Portland,OR,0.06,75,Cascadian Dark Ale,American Black Ale,12
419,Sanitas Brewing Company,Boulder,CO,0.068,65,Sanitas Black IPA,American Black Ale,12
419,Sanitas Brewing Company,Boulder,CO,0.058,20,Sanitas Saison Ale,Saison / Farmhouse Ale,12
420,Gore Range Brewery,Edwards,CO,0.052,19,Beaver Logger,American Pale Lager,12
421,Redstone Meadery,Boulder,CO,0.08,NA,Black Raspberry Nectar,Mead,16
421,Redstone Meadery,Boulder,CO,0.08,NA,Sunshine Nectar,Mead,16
421,Redstone Meadery,Boulder,CO,0.08,NA,Nectar of the Hops,Mead,16
422,Blue Dog Mead,Eugene,OR,0.059,NA,Green Collar,Mead,12
422,Blue Dog Mead,Eugene,OR,0.059,NA,Yellow Collar,Mead,12
423,Hess Brewing Company,San Diego,CA,0.099,85,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,16
423,Hess Brewing Company,San Diego,CA,0.08,86,Habitus IPA,American IPA,16
423,Hess Brewing Company,San Diego,CA,0.063,30,Grazias,Cream Ale,16
424,Wynkoop Brewing Company,Denver,CO,0.052,NA,Rail Yard Ale (2009),American Amber / Red Ale,12
424,Wynkoop Brewing Company,Denver,CO,0.055,40,Silverback Pale Ale,American Pale Ale (APA),12
424,Wynkoop Brewing Company,Denver,CO,0.055,NA,B3K Black Lager,Schwarzbier,12
424,Wynkoop Brewing Company,Denver,CO,0.052,NA,Rail Yard Ale,American Amber / Red Ale,12
424,Wynkoop Brewing Company,Denver,CO,0.067,45,Belgorado,Belgian IPA,12
424,Wynkoop Brewing Company,Denver,CO,0.075,NA,Rocky Mountain Oyster Stout,American Stout,12
424,Wynkoop Brewing Company,Denver,CO,0.055,NA,Wynkoop Pumpkin Ale,Pumpkin Ale,12
424,Wynkoop Brewing Company,Denver,CO,0.082,NA,Colorojo Imperial Red Ale,American Strong Ale,12
424,Wynkoop Brewing Company,Denver,CO,0.042,NA,Patty's Chile Beer,Chile Beer,12
425,Ciderboys,Stevens Point,WI,0.05,NA,Magic Apple,Cider,12
425,Ciderboys,Stevens Point,WI,0.05,NA,First Press,Cider,12
426,Armadillo Ale Works,Denton,TX,0.051,20,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,12
426,Armadillo Ale Works,Denton,TX,0.092,50,Quakertown Stout,American Double / Imperial Stout,12
427,Roanoke Railhouse Brewery,Roanoke,VA,0.045,NA,Track 1 Amber Lager,American Amber / Red Lager,16
428,Schlafly Brewing Company,Saint Louis,MO,0.045,17,Schlafly Summer Lager,Munich Helles Lager,12
428,Schlafly Brewing Company,Saint Louis,MO,0.041,16,Schlafly Hefeweizen,Hefeweizen,12
428,Schlafly Brewing Company,Saint Louis,MO,0.05,30,Schlafly American Brown Ale,American Brown Ale,12
428,Schlafly Brewing Company,Saint Louis,MO,0.045,30,Schlafly IPA,American IPA,12
428,Schlafly Brewing Company,Saint Louis,MO,0.05,NA,Schlafly Black Lager,Schwarzbier,12
428,Schlafly Brewing Company,Saint Louis,MO,0.05,45,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,12
429,Asher Brewing Company,Boulder,CO,0.07,45,Green Bullet Organic India Pale Ale,American IPA,16
430,Lost Rhino Brewing Company,Ashburn,VA,0.056,55,Rhino Chasers Pilsner,Czech Pilsener,12
430,Lost Rhino Brewing Company,Ashburn,VA,0.062,65,Face Plant IPA,American IPA,12
431,North Country Brewing Company,Slippery Rock,PA,0.045,NA,Slimy Pebble Pils,German Pilsener,12
431,North Country Brewing Company,Slippery Rock,PA,0.055,NA,Station 33 Firehouse Red,Irish Red Ale,12
431,North Country Brewing Company,Slippery Rock,PA,0.061,NA,Buck Snort Stout,American Stout,12
431,North Country Brewing Company,Slippery Rock,PA,0.06,NA,Paleo IPA,English India Pale Ale (IPA),12
432,Seabright Brewery,Santa Cruz,CA,0.074,60,Blur India Pale Ale,American IPA,12
433,French Broad Brewery,Asheville,NC,0.052,42,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12
